farmacia,url,nome,marca,ean_gtin,preco_de,preco_por,desconto_pct,preco_cartao,data_coleta
FarmaPonte,https://www.farmaponte.com.br/glifage-xr-500mg-caixa-com-30-comprimidos-de-acao-prolongada/p,"Glifage Xr 500Mg, Caixa Com 30 Comprimidos De Acao Prolongada",Merck,7891721201806,12.2,8.81,27.79,8.99,2026-05-04 13:26:59
FarmaPonte,https://www.farmaponte.com.br/cocyntal-3333mg-3333mg-3333mg-10-flaconetes-com-1ml-de-solucao-de-uso-oral/p,"Cocyntal 3,333mg + 3,333mg + 3,333mg, 10 Flaconetes Com 1mL De Solucao De Uso Oral",Boiron,7898927111274,110.0,88.19,19.83,89.99,2026-05-04 13:27:02
FarmaPonte,https://www.farmaponte.com.br/sildenafila-50mg-4cpr-neo/p,Sildenafila 50mg Genérico Neo Química 4 Comprimidos Revestidos,Neo Química,7896714226705,34.3,9.49,72.33,9.68,2026-05-04 13:27:06
FarmaPonte,https://www.farmaponte.com.br/venocel-100mg-caixa-com-30-capsulas-gelatinosas/p,"Venocel 100Mg, Caixa Com 30 Capsulas Gelatinosas",Cifarma,7898495605960,27.23,17.05,10.0,17.4,2026-05-04 13:27:10
FarmaPonte,https://www.farmaponte.com.br/clortalidona-ems-25mg-caixa-com-60-comprimidos/p,"Clortalidona Ems 25Mg, Caixa Com 60 Comprimidos",EMS,7896004706368,37.88,30.44,19.64,31.06,2026-05-04 13:27:14
FarmaPonte,https://www.farmaponte.com.br/suplemento-calceos-kids-morango-200ml/p,"Suplemento Calceos Kids Cereja, 200Ml",Myralis,7898430194467,78.21,68.98,11.8,70.39,2026-05-04 13:27:17
FarmaPonte,https://www.farmaponte.com.br/sinvastatina-ems-20mg-caixa-com-30-comprimidos-revestidos/p,"Sinvastatina Ems 20Mg, Caixa Com 30 Comprimidos Revestidos",EMS,7896004710761,53.83,10.74,80.05,11.93,2026-05-04 13:27:21
FarmaPonte,https://www.farmaponte.com.br/expec-04mgml-20mgml-4mgml-6mgml-caixa-com-1-frasco-com-120ml-de-xarope/p,"Expec 0,4Mg Ml + 20Mg Ml + 4Mg Ml + 6Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope",Legrand,,53.82,25.8,52.06,31.08,2026-05-04 13:27:25
FarmaPonte,https://www.farmaponte.com.br/ciprofibrato-biolab-genericos-100mg-caixa-com-30-comprimidos/p,"Ciprofibrato Biolab Genericos 100Mg, Caixa Com 30 Comprimidos",Biolab Genéricos,7896112401193,63.3,41.56,34.34,42.41,2026-05-04 13:27:27
FarmaPonte,https://www.farmaponte.com.br/kollagenase-06ug-caixa-com-1-bisnaga-com-30g-de-pomada-de-uso-dermatologico-espatula/p,"Kollagenase 0,6U G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Dermatologico + Espatula",Laboratório Cristália,7896676427745,76.63,69.09,9.84,70.5,2026-05-04 13:27:30
FarmaPonte,https://www.farmaponte.com.br/niquitin-14mg-7adesivos/p,NiQuitin Nicotina 14mg 7 Adesivos,Mappel Indústria de Embalagens,7898928257025,133.12,122.63,7.88,62.57,2026-05-04 13:27:33
FarmaPonte,https://www.farmaponte.com.br/sal-amargo-farmax-30gr/p,Sal Amargo Farmax 30 Gramas,Farmax,7896902206458,4.0,4.0,0.0,4.0,2026-05-04 13:27:36
FarmaPonte,https://www.farmaponte.com.br/tamarine-12mg-caixa-com-20-capsulas/p,Tamarine 12mg com 20 Cápsulas,Cosmed,7896094906594,110.0,100.94,8.24,51.5,2026-05-04 13:27:40
FarmaPonte,https://www.farmaponte.com.br/pant-50mg-sol-capilar-50ml-c-3un/p,Pant Solucao Capilar 50Ml Com 3 Unidades,Aché,7896658035340,198.93,171.56,13.76,58.35,2026-05-04 13:27:43
FarmaPonte,https://www.farmaponte.com.br/fluconazol-medley-150mg-caixa-com-2-capsulas/p,Fluconazol - Medley 150mg caixa com 2 cápsulas,,7896422505079,41.13,12.09,70.61,12.34,2026-05-04 13:27:46
FarmaPonte,https://www.farmaponte.com.br/latanoprosta-005mg-col-geo/p,Latanoprosta 50mcg mL,Geolab,7899095238299,153.24,64.36,18.0,64.36,2026-05-04 13:27:49
FarmaPonte,https://www.farmaponte.com.br/spray-nasal-cimespray-9mg-ml-cimed-50ml/p,Spray Nasal Cimespray 9mg mL Cimed 50mL,,,11.89,7.72,35.07,7.88,2026-05-04 13:27:52
FarmaPonte,https://www.farmaponte.com.br/tadalafila-5mg-germed-caixa-com-30-comprimidos-revestidos/p,"Tadalafila 5Mg Germed, Caixa Com 30 Comprimidos Revestidos",,7896004749716,106.03,49.87,52.97,50.89,2026-05-04 13:27:55
FarmaPonte,https://www.farmaponte.com.br/espironolactona-ems-100mg-caixa-com-30-comprimidos/p,"Espironolactona Ems 100Mg, Caixa Com 30 Comprimidos",EMS,7896004716138,50.09,40.25,19.64,41.07,2026-05-04 13:28:00
FarmaPonte,https://www.farmaponte.com.br/colaten-plenne-com-30-saches/p,Colaten Plenne Com 30 Saches,,7896226109718,256.33,226.09,11.8,76.9,2026-05-04 13:28:03
FarmaPonte,https://www.farmaponte.com.br/tamarine-4878mgg-4719mgg-frasco-com-150g-de-geleia-uso-oral-zero-acucar/p,"Tamarine 4,878Mg G + 4,719Mg G, Frasco Com 150G De Geleia Uso Oral, Zero Acucar",Cosmed,7897322709789,99.99,89.99,10.0,91.83,2026-05-04 13:28:05
FarmaPonte,https://www.farmaponte.com.br/naridrin-1mgml-02mgml-5mgml-caixa-com-1-frasco-com-30ml-de-solucao-de-uso-nasal/p,"Naridrin 1Mg Ml + 0,2Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Com 30Ml De Solucao De Uso Nasal",EMS,7896004714578,38.96,15.73,59.63,16.05,2026-05-04 13:28:08
FarmaPonte,https://www.farmaponte.com.br/rosuvastatina-calcica-ems-20mg-caixa-com-30-comprimidos-revestidos/p,"Rosuvastatina Calcica Ems 20Mg, Caixa Com 30 Comprimidos Revestidos",EMS,7896004728858,211.85,41.52,80.4,42.37,2026-05-04 13:28:10
FarmaPonte,https://www.farmaponte.com.br/sinvastatina-multilab-20mg-caixa-com-30-comprimidos-revestidos/p,"Sinvastatina Multilab Nova Quimica 20Mg, Caixa Com 30 Comprimidos Revestidos",Multilab,7895296449274,19.79,3.57,81.96,6.73,2026-05-04 13:28:14
FarmaPonte,https://www.farmaponte.com.br/sintocalmy-600mg-caixa-com-30-comprimidos-revestidos/p,Sintocalmy 600mg 30 Comprimidos Revestidos,Aché,7896658021428,91.0,77.61,14.71,79.19,2026-05-04 13:28:18
FarmaPonte,https://www.farmaponte.com.br/sal-de-frutas-eno-2-envelopes-com-5g-de-po-efervescente-de-uso-oral-laranja/p,"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Laranja",PF Consumer Healthcare,7896015560034,4.99,4.89,2.0,4.99,2026-05-04 13:28:22
FarmaPonte,https://www.farmaponte.com.br/salicetil-100mg-blister-com-10-comprimidos/p,"Salicetil 100Mg, Blister Com 10 Comprimidos",Brasterápica,7898100242757,2.44,2.39,2.05,2.44,2026-05-04 13:28:27
FarmaPonte,https://www.farmaponte.com.br/aflexa-60cps/p,Aflexa colágeno 60 cápsulas,Kester,7908135001417,89.9,88.1,2.0,89.9,2026-05-04 13:28:32
FarmaPonte,https://www.farmaponte.com.br/dorflex-10cpr-x30/p,Dorflex 10 Comprimidos,Sanofi,7891058008628,8.51,8.34,2.0,8.51,2026-05-04 13:28:36
FarmaPonte,https://www.farmaponte.com.br/nicorette-4mg-mint-30gomas/p,Nicorette 4 Mg Mint 30 Gomas,Janssen-Cilag,7891010970888,112.98,110.72,2.0,56.49,2026-05-04 13:28:40
FarmaPonte,https://www.farmaponte.com.br/alendronato-sod-70mg-4cpr-ger/p,Alendronato sod 70mg 4cpr ger,,7896004715353,74.42,4.8,93.55,4.9,2026-05-04 13:28:44
FarmaPonte,https://www.farmaponte.com.br/neosoro-fluid-alto-volume-09-para-lavagem-nasal-com-30-saches-e-frasco-aplicador-de-240ml/p,"Neosoro Fluid Alto Volume 0,9  para Lavagem Nasal com 30 Sachês e Frasco Aplicador de 240mL",,7896714295305,95.85,47.43,50.52,51.0,2026-05-04 13:28:46
FarmaPonte,https://www.farmaponte.com.br/repelente-xo-inseto-icaridina-25-spr-100ml/p,Repelente xo inseto icaridina 25  spr 100ml,,7897947613072,96.97,52.9,45.45,52.9,2026-05-04 13:28:50
FarmaPonte,https://www.farmaponte.com.br/melagriao-0125mgml-0125mgml-00064mgml-caixa-com-1-frasco-com-150ml-de-xarope/p,"Melagriao 0,125Mg Ml + 0,125Mg Ml + 0,0064Mg Ml, Caixa Com 1 Frasco Com 150Ml De Xarope",Catarinense Pharma,7896023719899,27.3,26.75,2.01,27.3,2026-05-04 13:28:53
FarmaPonte,https://www.farmaponte.com.br/minancora-pom-30gr/p,Minancora Pomada 30 Gramas,Minâncora,7896044600091,22.01,18.22,17.22,18.59,2026-05-04 13:28:58
FarmaPonte,https://www.farmaponte.com.br/tadalafila-20mg-4-comprimidos-ems-generico/p,Tadalafila 20mg 4 comprimidos EMS Genérico,,7896004749648,42.92,16.83,60.79,17.17,2026-05-04 13:29:01
FarmaPonte,https://www.farmaponte.com.br/acido-ursodesoxicolico-ems-300mg-caixa-com-30-comprimidos/p,"Ácido Ursodesoxicólico EMS 300mg, caixa com 30 comprimidos",,7896004780191,200.46,105.65,47.3,62.15,2026-05-04 13:29:04
FarmaPonte,https://www.farmaponte.com.br/ducodil-5mg-caixa-com-20-comprimidos-revestidos/p,"Ducodil 5Mg, Caixa Com 20 Comprimidos Revestidos",Cimed,7896523210865,11.67,5.54,52.53,8.65,2026-05-04 13:29:07
FarmaPonte,https://www.farmaponte.com.br/allegra-6mgml-caixa-com-1-frasco-com-60ml-de-suspensao-de-uso-oral-seringa-dosadora/p,"Allegra 6Mg Ml, Caixa Com 1 Frasco Com 60Ml De Suspensao De Uso Oral",Sanofi,7891058002589,40.1,36.1,9.98,36.84,2026-05-04 13:29:11
FarmaPonte,https://www.farmaponte.com.br/metformina-850-30-teu-gen/p,Cloridrato de Metformina 850mg Teuto,Teuto,7896112126485,13.09,6.15,53.02,6.28,2026-05-04 13:29:14
FarmaPonte,https://www.farmaponte.com.br/dipirona-monoidratada-comprimido-ems-500mg-blister-com-10-comprimidos/p,"Dipirona Monoidratada Comprimido Ems 500Mg, Blister Com 10 Comprimidos",EMS,7896004703398,9.55,6.56,31.31,6.69,2026-05-04 13:29:17
FarmaPonte,https://www.farmaponte.com.br/cetobeta-cre-30gr/p,Cetobeta creme bisnaga 30g,,7898168001280,42.74,27.91,34.7,28.48,2026-05-04 13:29:21
FarmaPonte,https://www.farmaponte.com.br/fortice-com-30-comprimidos/p,Fortice Com 30 Comprimidos,,7891317007560,223.9,191.09,14.65,65.0,2026-05-04 13:29:24
FarmaPonte,https://www.farmaponte.com.br/pantogar-neo-com-90-capsulas/p,Pantogar Neo com 90 Capsulas,,7896112407164,200.96,174.94,12.95,59.5,2026-05-04 13:29:26
FarmaPonte,https://www.farmaponte.com.br/valsartana-hct-80mg-125mg-caixa-com-30-comprimidos-revestidos/p,"Valsartana Hct 80Mg + 12,5Mg, Caixa Com 30 Comprimidos Revestidos",,7896181922797,64.07,48.34,24.55,49.33,2026-05-04 13:29:30
FarmaPonte,https://www.farmaponte.com.br/ibuprofeno-600mg-10cpr-prat-x28/p,Ibuprofeno 600 Mg 10 Comprimidos Prat,Prati-Donaduzzi,7898148307470,21.55,19.0,11.83,19.39,2026-05-04 13:29:33
FarmaPonte,https://www.farmaponte.com.br/cloridrato-de-tansulosina-ems-04mg-caixa-com-30-comprimidos-revestidos-de-liberacao-prolongada/p,"Cloridrato De Tansulosina Ems 0,4Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",EMS,7896004761817,117.18,53.97,53.94,55.07,2026-05-04 13:29:37
FarmaPonte,https://www.farmaponte.com.br/tamarine-caixa-com-20-capsulas/p,Tamarine Caixa Com 20 Capsulas,Cosmed,7896179850040,100.99,94.14,6.78,96.06,2026-05-04 13:29:41
FarmaPonte,https://www.farmaponte.com.br/sal-de-frutas-eno-2-envelopes-com-5g-de-po-efervescente-de-uso-oral-tradicional/p,"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Tradicional",PF Consumer Healthcare,7896015560027,4.99,4.89,2.0,4.99,2026-05-04 13:29:45
FarmaPonte,https://www.farmaponte.com.br/emistin-comprimido-1mg-05mg-caixa-com-20-comprimidos/p,"Emistin Comprimido 1Mg + 0,5Mg, Caixa Com 20 Comprimidos",EMS,7896004801902,58.0,37.22,35.83,37.98,2026-05-04 13:29:48
FarmaPonte,https://www.farmaponte.com.br/prolive-55mg-30cap-zz/p,Suplemento Alimentar Prolive 30 Cápsulas,Aché,7896658025112,163.0,134.0,17.79,69.79,2026-05-04 13:29:51
FarmaPonte,https://www.farmaponte.com.br/neosoro-05mgml-caixa-com-1-frasco-gotejador-com-30ml-de-solucao-de-uso-nasal/p,"Neosoro 0,5Mg Ml, Caixa Com 1 Frasco Gotejador Com 30Ml De Solucao De Uso Nasal",Neo Química,2000100363348,12.14,6.18,49.09,6.31,2026-05-04 13:29:55
FarmaPonte,https://www.farmaponte.com.br/engov-24cpr/p,Engov 24Cpr,Cosmed,7896094907324,35.99,35.27,2.0,35.99,2026-05-04 13:29:59
FarmaPonte,https://www.farmaponte.com.br/nistatina-oxido-de-zinco-neo-quimica-100000uig-200mgg-caixa-com-1-bisnaga-com-60g-de-pomada-de-uso-dermatologico/p,Nistatina 100.000ui g + Óxido de Zinco 200mg g Neo Química Pomada 60g,Neo Química,7896714224688,31.08,22.84,26.51,23.31,2026-05-04 13:30:02
FarmaPonte,https://www.farmaponte.com.br/espironolactona-eurofarma-25mg-caixa-com-30-comprimidos/p,"Espironolactona Eurofarma 25Mg, Caixa Com 30 Comprimidos",Eurofarma,7891317431358,29.15,9.79,66.42,9.99,2026-05-04 13:30:04
FarmaPonte,https://www.farmaponte.com.br/dorflex-35mg-300mg-50mg-caixa-com-36-comprimidos-porta-blister-1-unidade/p,"Dorflex, Caixa Com 36 Comprimidos",Sanofi,7891058017507,24.95,23.67,5.13,24.15,2026-05-04 13:30:08
FarmaPonte,https://www.farmaponte.com.br/alopurinol-medley-100mg-caixa-com-30-comprimidos/p,"Alopurinol Medley 100Mg, Caixa Com 30 Comprimidos",Medley,7896422516921,11.9,11.31,4.96,11.54,2026-05-04 13:30:11
FarmaPonte,https://www.farmaponte.com.br/steaton-200mg-caixa-com-60-capsulas/p,"Steaton 200Mg, Caixa Com 60 Capsulas",Aché,7896658028519,189.84,156.7,17.46,53.3,2026-05-04 13:30:14
FarmaPonte,https://www.farmaponte.com.br/hidroclorotiazida-neo-quimica-25mg-caixa-com-30-comprimidos/p,"Hidroclorotiazida Neo Quimica 25Mg, Caixa Com 30 Comprimidos",Neo Química,7896714211978,4.48,1.95,56.47,1.99,2026-05-04 13:30:18
FarmaPonte,https://www.farmaponte.com.br/zz-fluconazol-150mg2cap-cim-of/p,Fluconazol 150Mg 2Cap Cim Of,Cimed,7896523208770,21.73,10.65,50.99,10.87,2026-05-04 13:30:22
FarmaPonte,https://www.farmaponte.com.br/dipirona-sodica-prati-donaduzzi-500mg-blister-com-10-comprimidos/p,"Dipirona Sodica Prati-Donaduzzi 500Mg, Blister Com 10 Comprimidos",Prati-Donaduzzi,7898148294121,5.4,5.29,2.04,5.4,2026-05-04 13:30:25
FarmaPonte,https://www.farmaponte.com.br/sinvastatina-cimed-20mg-caixa-com-30-comprimidos-revestidos/p,Sinvastatina 20mg Genérico Cimed 30 Comprimidos,Cimed,7896523215235,34.43,4.65,86.49,11.93,2026-05-04 13:30:29
FarmaPonte,https://www.farmaponte.com.br/azelan-150mgg-caixa-com-1-bisnaga-com-30g-de-gel-de-uso-dermatologico/p,"Azelan 150Mg G, Caixa Com 1 Bisnaga Com 30G De Gel De Uso Dermatologico",,5702191025637,93.73,88.18,5.92,89.98,2026-05-04 13:30:32
FarmaPonte,https://www.farmaponte.com.br/hirudoid-500mg-gel-40gr/p,Hirudoid 5mg g gel bisnaga com 40g,Daiichi-Sankyo,7897411601543,49.69,48.19,3.02,49.17,2026-05-04 13:30:35
FarmaPonte,https://www.farmaponte.com.br/suplemento-alimentar-regenesis-premium-lipinova-120-capsulas-gelatinosas-moles/p,Suplemento Alimentar Regenesis Premium Lipinova 120 Cápsulas Gelatinosas Moles,,7908134200811,320.58,249.79,22.08,84.96,2026-05-04 13:30:37
FarmaPonte,https://www.farmaponte.com.br/nistatina-oxido-de-zinco-ems-100000uig-200mgg-caixa-com-1-bisnaga-com-60g-de-pomada-de-uso-dermatologico/p,Nistatina + Óxido de Zinco - EMS 100mui + 200mg pomada bisnaga com 60g,EMS,7896004711195,36.06,23.68,34.33,24.16,2026-05-04 13:30:40
FarmaPonte,https://www.farmaponte.com.br/balsamo-bengue-025gg-025gg-caixa-com-1-bisnaga-com-20g-de-pomada-de-uso-dermatologico/p,Bálsamo Bengué Pomada 20G,EMS,7896004817569,29.62,24.24,18.16,24.73,2026-05-04 13:30:44
FarmaPonte,https://www.farmaponte.com.br/loratamed-10mg-caixa-com-12-comprimidos/p,"Loratamed 10Mg, Caixa Com 12 Comprimidos",Cimed,7896523202822,22.44,9.55,57.44,9.74,2026-05-04 13:30:47
FarmaPonte,https://www.farmaponte.com.br/levotiroxina-sodica-merck-100mcg-caixa-com-30-comprimidos/p,"Levotiroxina Sodica Merck 100Mcg, Caixa Com 30 Comprimidos",Merck,7891721202858,10.71,10.18,4.95,10.39,2026-05-04 13:30:51
FarmaPonte,https://www.farmaponte.com.br/fascia-prime-30-saches/p,Fascia Prime Sabor Tangerina com 30 sachês,Biolab,7896112402312,357.12,262.48,26.5,89.28,2026-05-04 13:30:54
FarmaPonte,https://www.farmaponte.com.br/kollis-solucao-gotas-8ml/p,Suplemento Alimentar Pediátrico Kollis 8Ml Gotas,,7894916513722,189.0,155.84,17.54,53.01,2026-05-04 13:30:57
FarmaPonte,https://www.farmaponte.com.br/aradois-50mg-caixa-com-30-comprimidos-revestidos/p,"Aradois 50Mg, Caixa Com 30 Comprimidos Revestidos",Biolab,7896112486787,57.29,12.26,78.6,12.51,2026-05-04 13:30:59
FarmaPonte,https://www.farmaponte.com.br/lacday-60cpr-mast/p,Lacday 10.000U.Fcc 60 Comprimidos Mastigáveis,,7896004759975,145.08,97.02,33.13,99.0,2026-05-04 13:31:03
FarmaPonte,https://www.farmaponte.com.br/lufta-gastro-pro-c-12-sachet-10ml/p,Lufta Gastro Pro C 12 Sachet 10Ml,,7891035650147,60.86,57.13,6.13,58.3,2026-05-04 13:31:06
FarmaPonte,https://www.farmaponte.com.br/probiatop-30-saches-com-1g-de-po-para-solucao-de-uso-oral/p,Probiatop 30 Saches Com 1G De Po Para Solucao De Uso Oral,Farmoquímica,7898040323844,184.57,155.26,15.88,58.81,2026-05-04 13:31:10
FarmaPonte,https://www.farmaponte.com.br/oxipelle-sol-20ml/p,Oxipelle 10mg ml Solução  frasco 20ml,Bausch + Lomb,7896862993207,63.09,53.79,14.74,54.89,2026-05-04 13:31:12
FarmaPonte,https://www.farmaponte.com.br/naturetti-caixa-com-16-capsulas-gelatinosas-duras/p,Naturetti 16 Cápsulas,Neo Química,7896714292168,75.95,66.25,12.77,67.6,2026-05-04 13:31:15
FarmaPonte,https://www.farmaponte.com.br/xantinon-complex-40mgml-53mgml-50mgml-1-flaconete-com-10ml-de-solucao-de-uso-oral/p,Xantinon Complex União Química 1 Flaconete 10mL,União Química,7896006216636,3.89,3.89,0.0,3.89,2026-05-04 13:31:19
FarmaPonte,https://www.farmaponte.com.br/natifa-1mg-caixa-com-28-comprimidos-revestidos/p,"Natifa 1Mg, Caixa Com 28 Comprimidos Revestidos",Libbs,7896094201460,78.72,66.35,15.71,67.7,2026-05-04 13:31:23
FarmaPonte,https://www.farmaponte.com.br/qlaira-caixa-com-26-comprimidos-ativos-2-comprimidos-inativos/p,Qlaira Caixa Com 26 Comprimidos Ativos + 2 Comprimidos Inativos,Bayer,7891106904582,75.12,63.31,15.72,64.6,2026-05-04 13:31:26
FarmaPonte,https://www.farmaponte.com.br/proctyl-50mgg-10mgg-caixa-com-1-bisnaga-com-30g-de-pomada-de-uso-retal-10-aplicadores/p,"Proctyl 50Mg G + 10Mg G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Retal + 10 Aplicadores",Takeda,7896641801792,96.75,87.23,9.84,89.01,2026-05-04 13:31:33
FarmaPonte,https://www.farmaponte.com.br/cerumin-04mgml-140mgml-caixa-com-1-frasco-gotejador-com-8ml-de-solucao-de-uso-otologico/p,"Cerumin 0,4Mg Ml + 140Mg Ml, Caixa Com 1 Frasco Gotejador Com 8Ml De Solucao De Uso Otologico",Novartis,7896548140284,24.95,23.72,4.93,24.2,2026-05-04 13:31:38
FarmaPonte,https://www.farmaponte.com.br/tadalafila-5mg-30cpr-med/p,Tadalafila 5mg Medley 30 Comprimidos Revestidos,Medley,7896422501651,98.05,54.77,44.14,55.89,2026-05-04 13:31:41
